
**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_44_09 	NORMAL    	Executing precommand
2016-09-20_10_44_09 	NORMAL    	Executing steps
2016-09-20_10_44_09 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_44_12 	PASS      		Step pass.
2016-09-20_10_44_12 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_44_13 	PASS      		Step pass.
2016-09-20_10_44_13 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_44_13 	PASS      		Step pass.
2016-09-20_10_44_13 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_44_13 	PASS      		Step pass.
2016-09-20_10_44_13 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_44_14 	PASS      		Step pass.
2016-09-20_10_44_14 	NORMAL    	Executing postcommand
2016-09-20_10_44_14 	NORMAL    	Executing verify
2016-09-20_10_44_14 	NORMAL    		实际测试结果：[]
2016-09-20_10_44_14 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_44_19 	NORMAL    	Executing precommand
2016-09-20_10_44_19 	NORMAL    	Executing steps
2016-09-20_10_44_19 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_44_21 	PASS      		Step pass.
2016-09-20_10_44_21 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_44_22 	PASS      		Step pass.
2016-09-20_10_44_22 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_44_23 	PASS      		Step pass.
2016-09-20_10_44_23 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_44_23 	PASS      		Step pass.
2016-09-20_10_44_23 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_44_23 	PASS      		Step pass.
2016-09-20_10_44_23 	NORMAL    	Executing postcommand
2016-09-20_10_44_23 	NORMAL    	Executing verify
2016-09-20_10_44_23 	NORMAL    		实际测试结果：[]
2016-09-20_10_44_23 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_46_11 	NORMAL    	Executing precommand
2016-09-20_10_46_11 	NORMAL    	Executing steps
2016-09-20_10_46_11 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_46_13 	PASS      		Step pass.
2016-09-20_10_46_13 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_46_14 	PASS      		Step pass.
2016-09-20_10_46_14 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_46_15 	PASS      		Step pass.
2016-09-20_10_46_15 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_46_15 	PASS      		Step pass.
2016-09-20_10_46_15 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_46_15 	PASS      		Step pass.
2016-09-20_10_46_15 	NORMAL    	Executing postcommand
2016-09-20_10_46_15 	NORMAL    	Executing verify
2016-09-20_10_46_15 	NORMAL    		实际测试结果：[]
2016-09-20_10_46_15 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_46_28 	NORMAL    	Executing precommand
2016-09-20_10_46_28 	NORMAL    	Executing steps
2016-09-20_10_46_28 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_46_30 	PASS      		Step pass.
2016-09-20_10_46_30 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_46_31 	PASS      		Step pass.
2016-09-20_10_46_31 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_46_31 	PASS      		Step pass.
2016-09-20_10_46_31 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_46_31 	PASS      		Step pass.
2016-09-20_10_46_31 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_46_32 	PASS      		Step pass.
2016-09-20_10_46_32 	NORMAL    	Executing postcommand
2016-09-20_10_46_32 	NORMAL    	Executing verify
2016-09-20_10_46_32 	NORMAL    		实际测试结果：[]
2016-09-20_10_46_32 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_10_46_45 	NORMAL    	Executing precommand
2016-09-20_10_46_45 	NORMAL    	Executing steps
2016-09-20_10_46_45 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_10_46_47 	PASS      		Step pass.
2016-09-20_10_46_48 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_10_46_54 	PASS      		Step pass.
2016-09-20_10_46_54 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_10_46_55 	PASS      		Step pass.
2016-09-20_10_46_55 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_10_46_55 	PASS      		Step pass.
2016-09-20_10_46_55 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_10_46_55 	PASS      		Step pass.
2016-09-20_10_46_55 	NORMAL    	Executing postcommand
2016-09-20_10_46_55 	NORMAL    	Executing verify
2016-09-20_10_46_55 	NORMAL    		实际测试结果：[]
2016-09-20_10_46_55 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_13_45_22 	NORMAL    	Executing precommand
2016-09-20_13_45_22 	NORMAL    	Executing steps
2016-09-20_13_45_22 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_13_45_24 	PASS      		Step pass.
2016-09-20_13_45_24 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_13_45_25 	PASS      		Step pass.
2016-09-20_13_45_25 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_13_45_26 	PASS      		Step pass.
2016-09-20_13_45_26 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_13_45_26 	PASS      		Step pass.
2016-09-20_13_45_26 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_13_45_26 	PASS      		Step pass.
2016-09-20_13_45_26 	NORMAL    	Executing postcommand
2016-09-20_13_45_26 	NORMAL    	Executing verify
2016-09-20_13_45_26 	NORMAL    		实际测试结果：[]
2016-09-20_13_45_26 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_13_45_32 	NORMAL    	Executing precommand
2016-09-20_13_45_32 	NORMAL    	Executing steps
2016-09-20_13_45_32 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_13_45_34 	PASS      		Step pass.
2016-09-20_13_45_34 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_13_45_35 	PASS      		Step pass.
2016-09-20_13_45_35 	NORMAL    	Executing postcommand
2016-09-20_13_45_35 	NORMAL    	Executing verify
2016-09-20_13_45_35 	NORMAL    		实际测试结果：[]
2016-09-20_13_45_35 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-20_13_47_34 	NORMAL    	Executing precommand
2016-09-20_13_47_34 	NORMAL    	Executing steps
2016-09-20_13_47_34 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-20_13_47_36 	PASS      		Step pass.
2016-09-20_13_47_36 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-20_13_47_36 	PASS      		Step pass.
2016-09-20_13_47_36 	STEP      		Step_3_info->LoginWeb.LoginAccountInput.Set("aeoijf")
2016-09-20_13_47_37 	PASS      		Step pass.
2016-09-20_13_47_37 	STEP      		Step_4_info->LoginWeb.LoginPasswordInput.Set("sdfe")
2016-09-20_13_47_37 	PASS      		Step pass.
2016-09-20_13_47_37 	STEP      		Step_5_info->LoginWeb.LoginCheckCode.Set("1515")
2016-09-20_13_47_37 	PASS      		Step pass.
2016-09-20_13_47_37 	NORMAL    	Executing postcommand
2016-09-20_13_47_37 	NORMAL    	Executing verify
2016-09-20_13_47_37 	NORMAL    		实际测试结果：[]
2016-09-20_13_47_37 	PASS      		Verify complete.[前置操作]
